"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","YGFE08L1_ST","Employment females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,681.2,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,48.98916,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,49.60286,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,49.27751,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,49.53402,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,52.16525,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,52.64898,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,51.83368,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,51.59027,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,50.7977,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,50.93914,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,51.00286,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,51.29829,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,51.28617,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,50.60467,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,50.60123,,
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,49.93925,"B","Break"
"LTU","Lithuania","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,49.7744,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,731.725,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,720.15,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,736.25,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,720.225,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,630.175,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,590.775,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,603.8,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,617.575,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,636.1,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,647.125,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,654.075,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,662.975,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,659.975,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,679.075,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,680.925,,
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,679.9,"B","Break"
"LTU","Lithuania","YGMA08L1_ST","Employment males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,687.35,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,51.01084,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,50.39714,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,50.72077,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,50.46773,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,47.83475,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,47.35102,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,48.16432,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,48.40973,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,49.20423,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,49.06086,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,48.99714,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,48.69803,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,48.71383,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,49.39715,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,49.39877,,
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,50.06075,"B","Break"
"LTU","Lithuania","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,50.22377,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,115.1,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,118.35,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,110.175,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,106.4,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,112.225,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,108.9,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,120.9,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,121.075,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,108.55,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,105.45,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,98.725,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,88.725,,
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2020","2020","PER","Persons","3","Thousands",,,77.275,"B","Break"
"LTU","Lithuania","YGTT09L1_ST","Employment in agriculture","A","Annual","2021","2021","PER","Persons","3","Thousands",,,72.7,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,8.065308,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.983604,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.830602,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,8.487387,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,8.796959,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.423739,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.165861,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.069798,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,7.97341,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.783437,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.181436,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.436694,,
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,5.689725,"B","Break"
"LTU","Lithuania","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.312095,,
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,437.325,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,355.775,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,308.625,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,310.425,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,322.85,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,331.85,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,327.35,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,337.75,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,344.65,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,343.05,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,356.4,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,357.35,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2020","2020","PER","Persons","3","Thousands",,,347.475,"E","Estimated value"
"LTU","Lithuania","YGTT10L1_ST","Employment in industry","A","Annual","2021","2021","PER","Persons","3","Thousands",,,360.875,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,30.64431,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,27.00584,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,24.73651,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,24.76219,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,25.30718,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,25.66959,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,24.81757,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,25.30105,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,25.31585,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,25.32108,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,25.92518,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,25.92451,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,25.58443,"E","Estimated value"
"LTU","Lithuania","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,26.36867,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,874.675,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,843.275,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,828.85,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,836.8,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,840.65,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,852.025,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,870.775,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,876.1,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,908.2,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,906.3,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,919.6,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,932.35,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2020","2020","PER","Persons","3","Thousands",,,933.4,"E","Estimated value"
"LTU","Lithuania","YGTT11L1_ST","Employment in services","A","Annual","2021","2021","PER","Persons","3","Thousands",,,935,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,61.29038,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,64.01055,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,66.43289,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,66.75043,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,65.89587,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,65.90668,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,66.01656,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,65.62916,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,66.71074,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,66.89548,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,66.89338,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,67.63879,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,68.72584,"E","Estimated value"
"LTU","Lithuania","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,68.31924,"E","Estimated value"
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,130.25,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,87.675,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,64.45,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,88.275,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,210.65,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,270.425,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,228.025,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,196.8,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,172.45,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,158.025,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,133.95,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,116.15,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,103.125,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,90.05,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,91.975,,
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,125.975,"B","Break"
"LTU","Lithuania","YGTT06L1_ST","Unemployment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,104.775,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,8.32191,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,5.778923,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,4.254303,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.812195,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,13.78231,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,17.81879,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.38251,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,13.36761,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,11.77156,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,10.69969,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,9.119895,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,7.860914,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.07182,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.152077,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.255139,,
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2020","2020","PC","Percentage","0","Units",,,8.49053,"B","Break"
"LTU","Lithuania","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2021","2021","PC","Percentage","0","Units",,,7.113239,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1883.874,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1830.463,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1988.856,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2026.027,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2064.406,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2057.302,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1995.748,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2051.237,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2117.052,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2175.098,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,1938.173,,
"CRI","Costa Rica","YGTT08L1_ST","Employment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2039.832,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,691.009,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,661.4548,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,761.724,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,782.2545,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,784.7623,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,780.9775,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,732.1675,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,751.6583,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,788.4562,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,841.0917,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2020","2020","PER","Persons","3","Thousands",,,715.2382,,
"CRI","Costa Rica","YGFE08L1_ST","Employment females","A","Annual","2021","2021","PER","Persons","3","Thousands",,,766.7997,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1192.865,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1169.008,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1227.132,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1243.773,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1279.643,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1276.324,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1263.58,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1299.578,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1328.596,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1334.006,,
"CRI","Costa Rica","YGMA08L1_ST","Employment males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,1222.935,,
